,"Q_name","button_pressed","choice_idxs","chosen_pos","chosen_state","chosen_state_f_1_outcome","chosen_state_f_2_outcome","f_1_reward","f_2_reward","incor_questions","internal_node_id","responses","reward_received","rt","s_1_f_1_outcome","s_1_f_1_prob","s_1_f_2_outcome","s_1_f_2_prob","s_2_f_1_outcome","s_2_f_1_prob","s_2_f_2_outcome","s_2_f_2_prob","safe_first","stimulus","subjectID","success","time_elapsed","trial_index","trial_num","trial_type","view_history"
126,,,,2,2,1,0,1,0,,"0.0-128.0",,1,830.395,0,0.2,0,0.344426757,1,0.782947142,0,0.58883072,"FALSE",,"59bcddc43a9ab600011197f5",,2069929,126,,"evan-feature22",
127,,,,2,2,1,0,1,0,,"0.0-129.0",,1,989.925,0,0.2,0,0.333764469,1,0.74909275,0,0.597660698,"FALSE",,"59bcddc43a9ab600011197f5",,2080699,127,,"evan-feature22",
128,,,,2,2,0,1,0,-1,,"0.0-130.0",,-1,1485.655,0,0.211822571,1,0.333071143,0,0.731321896,1,0.586049322,"FALSE",,"59bcddc43a9ab600011197f5",,2091962,128,,"evan-feature22",
129,,,,2,2,0,0,0,-1,,"0.0-131.0",,0,1084.185,0,0.324383244,0,0.281169443,0,0.764387082,0,0.560261518,"FALSE",,"59bcddc43a9ab600011197f5",,2102825,129,,"evan-feature22",
130,,,,1,1,0,0,0,-1,,"0.0-132.0",,0,1389.395,0,0.323030459,0,0.343874174,1,0.768897514,1,0.611131737,"FALSE",,"59bcddc43a9ab600011197f5",,2113995,130,,"evan-feature22",
131,,,,2,2,1,1,1,0,,"0.0-133.0",,1,760.005,0,0.269643308,0,0.356809403,1,0.750347165,1,0.637401914,"FALSE",,"59bcddc43a9ab600011197f5",,2124524,131,,"evan-feature22",
132,,,,2,2,1,0,1,0,,"0.0-134.0",,1,731.345,0,0.348625307,1,0.398334159,1,0.746241999,0,0.616321674,"FALSE",,"59bcddc43a9ab600011197f5",,2135030,132,,"evan-feature22",
133,,0,,,,,,,,,"0.0-135.0",,,68279,,,,,,,,,"FALSE","Great work. You are two thirds of the way through the task.","59bcddc43a9ab600011197f5",,2203310,133,,"html-button-response",
134,,,,1,1,1,0,1,0,,"0.0-136.0",,1,1553.33,1,0.349511741,0,0.354602362,1,0.744822232,1,0.625552076,"FALSE",,"59bcddc43a9ab600011197f5",,2214638,134,,"evan-feature22",
135,,,,1,1,0,0,1,0,,"0.0-137.0",,0,1502.4,0,0.421284319,0,0.338837396,0,0.8,1,0.677864288,"FALSE",,"59bcddc43a9ab600011197f5",,2225917,135,,"evan-feature22",
136,,,,1,1,1,0,1,0,,"0.0-138.0",,1,740.495,1,0.407549562,0,0.38026053,1,0.8,1,0.748827916,"FALSE",,"59bcddc43a9ab600011197f5",,2236433,136,,"evan-feature22",
137,,,,1,1,1,0,1,0,,"0.0-139.0",,1,1043.76,1,0.431247381,0,0.379641728,1,0.75733039,0,0.78666299,"FALSE",,"59bcddc43a9ab600011197f5",,2247254,137,,"evan-feature22",
138,,,,1,1,0,0,1,0,,"0.0-140.0",,0,701.07,0,0.398103829,0,0.361918892,1,0.8,1,0.8,"FALSE",,"59bcddc43a9ab600011197f5",,2257727,138,,"evan-feature22",
139,,,,1,1,0,0,0,-1,,"0.0-141.0",,0,2004.73,0,0.358933837,0,0.420001005,1,0.8,1,0.760034896,"FALSE",,"59bcddc43a9ab600011197f5",,2269511,139,,"evan-feature22",
140,,,,1,1,0,1,1,0,,"0.0-142.0",,0,1744.36,0,0.315146737,1,0.472877564,0,0.8,1,0.724544076,"FALSE",,"59bcddc43a9ab600011197f5",,2281028,140,,"evan-feature22",
141,,,,2,2,1,0,1,0,,"0.0-143.0",,1,1032.53,0,0.311027138,0,0.426347557,1,0.779387071,0,0.702445579,"FALSE",,"59bcddc43a9ab600011197f5",,2291837,141,,"evan-feature22",
142,,,,1,1,1,1,1,0,,"0.0-144.0",,1,1125.255,1,0.330974778,1,0.528633881,0,0.8,0,0.733885767,"FALSE",,"59bcddc43a9ab600011197f5",,2302737,142,,"evan-feature22",
143,,,,1,1,0,1,1,0,,"0.0-145.0",,0,844.515,0,0.311747957,1,0.571262299,0,0.719957003,1,0.733342969,"FALSE",,"59bcddc43a9ab600011197f5",,2313357,143,,"evan-feature22",
144,,,,2,2,0,1,0,-1,,"0.0-146.0",,-1,434.945,1,0.3312975,1,0.637148948,0,0.794592668,1,0.730573814,"FALSE",,"59bcddc43a9ab600011197f5",,2323569,144,,"evan-feature22",
145,,,,2,2,1,0,1,0,,"0.0-147.0",,1,1235.58,1,0.320701745,1,0.599776138,1,0.8,0,0.739114496,"FALSE",,"59bcddc43a9ab600011197f5",,2334583,145,,"evan-feature22",
146,,,,1,1,0,0,1,0,,"0.0-148.0",,0,1545,0,0.388045514,0,0.564238847,1,0.726841947,0,0.720015904,"FALSE",,"59bcddc43a9ab600011197f5",,2345906,146,,"evan-feature22",
147,,,,2,2,1,1,1,0,,"0.0-149.0",,1,696.86,0,0.344142597,1,0.56543745,1,0.763438647,1,0.726727589,"FALSE",,"59bcddc43a9ab600011197f5",,2356382,147,,"evan-feature22",
148,,,,1,1,1,0,0,-1,,"0.0-150.0",,0,1427.895,1,0.388970542,0,0.567453633,0,0.683588074,0,0.722632945,"FALSE",,"59bcddc43a9ab600011197f5",,2367585,148,,"evan-feature22",
149,,,,2,2,1,0,0,-1,,"0.0-151.0",,0,680.82,0,0.322991325,1,0.562377934,1,0.7234406,0,0.699632035,"FALSE",,"59bcddc43a9ab600011197f5",,2378040,149,,"evan-feature22",
150,,,,1,1,0,1,0,-1,,"0.0-152.0",,-1,2737.545,0,0.327575607,1,0.614124007,1,0.766310246,1,0.706266544,"FALSE",,"59bcddc43a9ab600011197f5",,2390552,150,,"evan-feature22",
151,,,,1,1,0,1,1,0,,"0.0-153.0",,0,570.745,0,0.307253769,1,0.625616624,1,0.766156052,1,0.691343484,"FALSE",,"59bcddc43a9ab600011197f5",,2400902,151,,"evan-feature22",
152,,,,1,1,0,0,1,0,,"0.0-154.0",,0,1341.645,0,0.270434491,0,0.582288488,1,0.747456207,1,0.644724024,"FALSE",,"59bcddc43a9ab600011197f5",,2412024,152,,"evan-feature22",
153,,,,2,2,0,0,1,0,,"0.0-155.0",,0,650.45,0,0.238851324,1,0.58944423,0,0.705759073,0,0.69687762,"FALSE",,"59bcddc43a9ab600011197f5",,2422450,153,,"evan-feature22",
154,,,,1,1,1,0,1,0,,"0.0-156.0",,1,1977.795,1,0.273035279,0,0.653244432,1,0.737985066,1,0.680041152,"FALSE",,"59bcddc43a9ab600011197f5",,2434208,154,,"evan-feature22",
155,,,,2,2,1,0,1,0,,"0.0-157.0",,1,669.82,1,0.316190693,0,0.652685892,1,0.779116839,0,0.669352924,"FALSE",,"59bcddc43a9ab600011197f5",,2444653,155,,"evan-feature22",
156,,,,2,2,1,0,0,-1,,"0.0-158.0",,0,1591.985,0,0.282759714,0,0.670973046,1,0.772579312,0,0.706898462,"FALSE",,"59bcddc43a9ab600011197f5",,2456024,156,,"evan-feature22",
157,,,,1,1,0,1,0,-1,,"0.0-159.0",,-1,1038.57,0,0.311304958,1,0.664496179,1,0.770911936,1,0.662452385,"FALSE",,"59bcddc43a9ab600011197f5",,2466842,157,,"evan-feature22",
158,,,,2,2,1,0,1,0,,"0.0-160.0",,1,1304.665,0,0.231028401,0,0.665682142,1,0.8,0,0.723915728,"FALSE",,"59bcddc43a9ab600011197f5",,2477921,158,,"evan-feature22",
159,,,,2,2,1,1,0,-1,,"0.0-161.0",,-1,1155.985,1,0.284822916,0,0.677059392,1,0.777978516,1,0.773090789,"FALSE",,"59bcddc43a9ab600011197f5",,2488852,159,,"evan-feature22",
160,,,,1,1,0,1,1,0,,"0.0-162.0",,0,655.32,0,0.281805339,1,0.709430661,1,0.734681215,0,0.791611711,"FALSE",,"59bcddc43a9ab600011197f5",,2499284,160,,"evan-feature22",
161,,,,2,2,0,0,0,-1,,"0.0-163.0",,0,1449.67,0,0.271779094,1,0.725329391,0,0.667430043,0,0.746594107,"FALSE",,"59bcddc43a9ab600011197f5",,2510510,161,,"evan-feature22",
162,,,,1,1,0,1,1,0,,"0.0-164.0",,0,921.67,0,0.300513275,1,0.781288774,1,0.762000842,1,0.681217126,"FALSE",,"59bcddc43a9ab600011197f5",,2521212,162,,"evan-feature22",
163,,,,2,2,1,1,1,0,,"0.0-165.0",,1,941.315,0,0.285291337,1,0.792315016,1,0.792446219,1,0.676388503,"FALSE",,"59bcddc43a9ab600011197f5",,2531932,163,,"evan-feature22",
164,,,,1,1,0,0,1,0,,"0.0-166.0",,0,1183.695,0,0.318404507,0,0.798621938,1,0.8,0,0.586973186,"FALSE",,"59bcddc43a9ab600011197f5",,2542889,164,,"evan-feature22",
165,,,,1,1,0,1,0,-1,,"0.0-167.0",,-1,1068.055,0,0.318395874,1,0.8,1,0.8,1,0.591939169,"FALSE",,"59bcddc43a9ab600011197f5",,2553733,165,,"evan-feature22",
166,,,,2,2,0,0,0,-1,,"0.0-168.0",,0,1249.85,0,0.318235741,1,0.8,0,0.776403022,0,0.537290213,"FALSE",,"59bcddc43a9ab600011197f5",,2564757,166,,"evan-feature22",
167,,,,1,1,1,1,0,-1,,"0.0-169.0",,-1,635.88,1,0.264600799,1,0.8,1,0.8,1,0.555094982,"FALSE",,"59bcddc43a9ab600011197f5",,2575174,167,,"evan-feature22",
168,,,,2,2,1,0,1,0,,"0.0-170.0",,1,569.07,0,0.2,1,0.8,1,0.748932513,0,0.556644326,"FALSE",,"59bcddc43a9ab600011197f5",,2585522,168,,"evan-feature22",
169,,,,2,2,0,0,0,-1,,"0.0-171.0",,0,1729.46,0,0.2,1,0.759658482,0,0.709749046,0,0.523498068,"FALSE",,"59bcddc43a9ab600011197f5",,2597030,169,,"evan-feature22",
170,,,,1,1,0,0,1,0,,"0.0-172.0",,0,809.425,0,0.22718354,0,0.779429488,1,0.689430329,0,0.444999056,"FALSE",,"59bcddc43a9ab600011197f5",,2607619,170,,"evan-feature22",
171,,,,1,1,0,0,0,-1,,"0.0-173.0",,0,1041.66,0,0.249891553,0,0.790984417,1,0.724563167,1,0.401944281,"FALSE",,"59bcddc43a9ab600011197f5",,2618437,171,,"evan-feature22",
172,,,,2,2,1,1,1,0,,"0.0-174.0",,1,549.73,1,0.265281474,1,0.8,1,0.748463215,1,0.314270227,"FALSE",,"59bcddc43a9ab600011197f5",,2628767,172,,"evan-feature22",
173,,,,2,2,1,1,1,0,,"0.0-175.0",,1,837.705,0,0.262909345,0,0.776997346,1,0.727316387,1,0.296676442,"FALSE",,"59bcddc43a9ab600011197f5",,2639381,173,,"evan-feature22",
174,,,,2,2,0,0,1,0,,"0.0-176.0",,0,643.22,0,0.276612486,1,0.768502158,0,0.719051618,0,0.287033897,"FALSE",,"59bcddc43a9ab600011197f5",,2649802,174,,"evan-feature22",
175,,,,2,2,0,0,0,-1,,"0.0-177.0",,0,899.56,1,0.312468593,1,0.8,0,0.669738485,0,0.254799584,"FALSE",,"59bcddc43a9ab600011197f5",,2660480,175,,"evan-feature22",
176,,,,1,1,1,1,1,0,,"0.0-178.0",,1,1131.075,1,0.327451556,1,0.8,1,0.709398745,0,0.201453599,"FALSE",,"59bcddc43a9ab600011197f5",,2671385,176,,"evan-feature22",
177,,,,1,1,0,1,1,0,,"0.0-179.0",,0,851.975,0,0.367895585,1,0.8,1,0.730120444,1,0.215433128,"FALSE",,"59bcddc43a9ab600011197f5",,2682017,177,,"evan-feature22",
178,,,,2,2,1,0,1,0,,"0.0-180.0",,1,476.13,0,0.424226322,1,0.8,1,0.8,0,0.215904592,"FALSE",,"59bcddc43a9ab600011197f5",,2692270,178,,"evan-feature22",
179,,,,2,2,1,0,1,0,,"0.0-181.0",,1,736.87,0,0.387639646,1,0.741064276,1,0.8,0,0.274811465,"FALSE",,"59bcddc43a9ab600011197f5",,2702780,179,,"evan-feature22",
180,,,,1,1,1,1,1,0,,"0.0-182.0",,1,441.235,1,0.397008989,1,0.699026188,1,0.8,0,0.263811886,"FALSE",,"59bcddc43a9ab600011197f5",,2712999,180,,"evan-feature22",
181,,,,1,1,1,1,0,-1,,"0.0-183.0",,-1,903.135,1,0.391423358,1,0.663298252,1,0.8,0,0.2,"FALSE",,"59bcddc43a9ab600011197f5",,2723678,181,,"evan-feature22",
182,,,,1,1,0,1,0,-1,,"0.0-184.0",,-1,882.915,0,0.424555502,1,0.670214687,0,0.720478215,0,0.229312684,"FALSE",,"59bcddc43a9ab600011197f5",,2734336,182,,"evan-feature22",
183,,,,2,2,1,0,0,-1,,"0.0-185.0",,0,900.075,0,0.422321959,1,0.697007526,1,0.773056416,0,0.212995684,"FALSE",,"59bcddc43a9ab600011197f5",,2745015,183,,"evan-feature22",
184,,,,1,1,0,1,0,-1,,"0.0-186.0",,-1,749.535,0,0.34468955,1,0.713492603,1,0.747935676,1,0.2,"FALSE",,"59bcddc43a9ab600011197f5",,2755536,184,,"evan-feature22",
185,,,,2,2,0,0,1,0,,"0.0-187.0",,0,884.38,1,0.358154558,1,0.690058294,0,0.770945531,0,0.205267264,"FALSE",,"59bcddc43a9ab600011197f5",,2766198,185,,"evan-feature22",
186,"notice",,,,,,,,,,"0.0-188.0","{""Q0"":""the weighting seemed to change from left to right""}",,20912,,,,,,,,,"FALSE",,"59bcddc43a9ab600011197f5",,2787113,186,"Q","survey-text",
187,"track1",,"[1]",,,,,,,,"0.0-189.0","{""Q0"":""no""}",,3811,,,,,,,,,"FALSE",,"59bcddc43a9ab600011197f5",,2790927,187,"Q","evan-quiz",
188,"track2",,"[0]",,,,,,,,"0.0-190.0","{""Q0"":""yes""}",,3971,,,,,,,,,"FALSE",,"59bcddc43a9ab600011197f5",,2794900,188,"Q","evan-quiz",
189,"strat",,,,,,,,,,"0.0-191.0","{""Q0"":""I tried to spot a pattern and where the positive aliens were most and then try to choose that one ""}",,24240,,,,,,,,,"FALSE",,"59bcddc43a9ab600011197f5",,2819141,189,"Q","survey-text",
0,,,,,,,,,,,"0.0-0.0",,,,,,,,,,,,"FALSE",,"5e48650a58056201024f6ec6","TRUE",3308,0,,"fullscreen",
1,,0,,,,,,,,,"0.0-1.0",,,3251,,,,,,,,,"FALSE","Welcome to the task. Before starting the main task, we would like you to answer a few questionnaires.  Please try to answer as accurately as you can.","5e48650a58056201024f6ec6",,6563,1,,"html-button-response",
2,"anx_aro",,,,,,,,,,"0.0-2.0","{""Q0"":1,""Q1"":1,""Q2"":3,""Q3"":2,""Q4"":0,""Q5"":2,""Q6"":3,""Q7"":0,""Q8"":0,""Q9"":0}",,34322,,,,,,,,,"FALSE",,"5e48650a58056201024f6ec6",,40889,2,"Q","survey-likert",
3,"worry",,,,,,,,,,"0.0-3.0","{""Q0"":0,""Q1"":4,""Q2"":0,""Q3"":4,""Q4"":4,""Q5"":4,""Q6"":4,""Q7"":0,""Q8"":4,""Q9"":0,""Q10"":0,""Q11"":4,""Q12"":4,""Q13"":4,""Q14"":4,""Q15"":4}",,48225,,,,,,,,,"FALSE",,"5e48650a58056201024f6ec6",,89118,3,"Q","survey-likert",
4,,,,,,,,,,,"0.0-4.0",,,61915,,,,,,,,,"FALSE",,"5e48650a58056201024f6ec6",,151035,4,,"instructions","[{""page_index"":0,""viewing_time"":3409},{""page_index"":1,""viewing_time"":30215},{""page_index"":2,""viewing_time"":28290}]"
5,,,,2,2,0,0,1,-1,,"0.0-5.0",,0,605.375,0,0.6,1,0.4,0,0.3,0,0.7,"FALSE",,"5e48650a58056201024f6ec6",,157913,5,,"evan-feature22",
6,,,,2,2,1,1,1,-1,,"0.0-6.0",,0,2763.55,1,0.6,0,0.4,1,0.3,1,0.7,"FALSE",,"5e48650a58056201024f6ec6",,166939,6,,"evan-feature22",
7,,,,2,2,0,1,1,-1,,"0.0-7.0",,-1,1309.925,0,0.6,0,0.4,0,0.3,1,0.7,"FALSE",,"5e48650a58056201024f6ec6",,174509,7,,"evan-feature22",
8,,,,2,2,0,1,1,-1,,"0.0-8.0",,-1,528.1,0,0.6,1,0.4,0,0.3,1,0.7,"FALSE",,"5e48650a58056201024f6ec6",,181297,8,,"evan-feature22",
9,,,,2,2,0,1,1,-1,,"0.0-9.0",,-1,367.6200002,0,0.6,1,0.4,0,0.3,1,0.7,"FALSE",,"5e48650a58056201024f6ec6",,187930,9,,"evan-feature22",
10,,,,2,2,1,1,1,-1,,"0.0-10.0",,0,539.205,0,0.6,0,0.4,1,0.3,1,0.7,"FALSE",,"5e48650a58056201024f6ec6",,194730,10,,"evan-feature22",
11,,,,2,2,0,1,1,-1,,"0.0-11.0",,-1,329.9150001,1,0.6,0,0.4,0,0.3,1,0.7,"FALSE",,"5e48650a58056201024f6ec6",,201323,11,,"evan-feature22",
12,,,,2,2,0,1,1,-1,,"0.0-12.0",,-1,424.75,0,0.6,0,0.4,0,0.3,1,0.7,"FALSE",,"5e48650a58056201024f6ec6",,208008,12,,"evan-feature22",
13,,,,2,2,0,1,1,-1,,"0.0-13.0",,-1,517.305,0,0.6,1,0.4,0,0.3,1,0.7,"FALSE",,"5e48650a58056201024f6ec6",,214786,13,,"evan-feature22",
14,,,,2,2,0,1,1,-1,,"0.0-14.0",,-1,374.8550001,1,0.6,1,0.4,0,0.3,1,0.7,"FALSE",,"5e48650a58056201024f6ec6",,221423,14,,"evan-feature22",
15,,,,,,,,,,,"0.0-15.0",,,85605,,,,,,,,,"FALSE",,"5e48650a58056201024f6ec6",,307028,15,,"instructions","[{""page_index"":0,""viewing_time"":19073},{""page_index"":1,""viewing_time"":33500},{""page_index"":2,""viewing_time"":13690},{""page_index"":1,""viewing_time"":5532},{""page_index"":2,""viewing_time"":6188},{""page_index"":3,""viewing_time"":7622}]"
16,,,,1,1,0,0,1,0,,"0.0-16.0",,0,2124.945,0,0.6,0,0.3,0,0.3,1,0.5,"FALSE",,"5e48650a58056201024f6ec6",,318925,16,,"evan-feature22",
17,,,,2,2,1,1,0,-1,,"0.0-17.0",,-1,555.0099998,1,0.6,0,0.3,1,0.3,1,0.5,"FALSE",,"5e48650a58056201024f6ec6",,329253,17,,"evan-feature22",
18,,,,1,1,0,0,0,-1,,"0.0-18.0",,0,3340.165,0,0.6,0,0.3,0,0.3,1,0.5,"FALSE",,"5e48650a58056201024f6ec6",,342361,18,,"evan-feature22",
19,,,,1,1,0,0,1,0,,"0.0-19.0",,0,2387.94,0,0.6,0,0.3,0,0.3,1,0.5,"FALSE",,"5e48650a58056201024f6ec6",,354515,19,,"evan-feature22",
20,,,,1,1,1,1,1,0,,"0.0-20.0",,1,1726.18,1,0.6,1,0.3,0,0.3,1,0.5,"FALSE",,"5e48650a58056201024f6ec6",,366014,20,,"evan-feature22",
21,,,,,,,,,,,"0.0-21.0",,,14925,,,,,,,,,"FALSE",,"5e48650a58056201024f6ec6",,380940,21,,"instructions","[{""page_index"":0,""viewing_time"":14925}]"
22,,,"[1, 1, 0, 0]",,,,,,,,"0.0-22.0","{""Q0"":""2"",""Q1"":""The number of minerals gained minus the number of minerals lost on 5 randomly selected decisions."",""Q2"":""Yes."",""Q3"":""The number of minerals that the gold alien will provide (if positive) or take away (if negative)""}",,28390,,,,,,,,,"FALSE",,"5e48650a58056201024f6ec6",,409337,22,,"evan-quiz",
23,,0,,,,,,,,,"0.0-25.0",,,2577,,,,,,,,,"FALSE","You passed the quiz! Great work. The task will take about 30 minutes. Press the button to begin.","5e48650a58056201024f6ec6",,411916,23,,"html-button-response",
24,,,,1,1,1,1,0,-1,,"0.0-26.0",,-1,1635.42,1,0.6,1,0.4,1,0.4,1,0.6,"FALSE",,"5e48650a58056201024f6ec6",,423322,24,,"evan-feature22",
25,,,,1,1,1,1,0,-1,,"0.0-27.0",,-1,2080.485,1,0.625928423,1,0.395903568,1,0.416361855,1,0.636279196,"FALSE",,"5e48650a58056201024f6ec6",,435179,25,,"evan-feature22",
26,,,,1,1,0,0,0,-1,,"0.0-28.0",,0,1513.3,0,0.632185889,0,0.379409997,1,0.510461374,1,0.636053735,"FALSE",,"5e48650a58056201024f6ec6",,446458,26,,"evan-feature22",
27,,,,1,1,0,1,0,-1,,"0.0-29.0",,-1,1026.04,0,0.650098956,1,0.437690015,0,0.513165207,1,0.594219782,"FALSE",,"5e48650a58056201024f6ec6",,457253,27,,"evan-feature22",
28,,,,1,1,1,0,0,-1,,"0.0-30.0",,0,1030.085,1,0.718427004,0,0.461759895,1,0.466591374,0,0.557006706,"FALSE",,"5e48650a58056201024f6ec6",,468053,28,,"evan-feature22",
29,,,,1,1,1,1,0,-1,,"0.0-31.0",,-1,343.6700001,1,0.762929561,1,0.487475291,0,0.437729423,1,0.574463924,"FALSE",,"5e48650a58056201024f6ec6",,478172,29,,"evan-feature22",
30,,,,1,1,1,0,0,-1,,"0.0-32.0",,0,647.135,1,0.763717037,0,0.435099549,0,0.465087572,0,0.60565513,"FALSE",,"5e48650a58056201024f6ec6",,488583,30,,"evan-feature22",
31,,,,1,1,1,1,1,0,,"0.0-33.0",,1,936.4400001,1,0.77229152,1,0.364439775,1,0.401053115,1,0.658123444,"FALSE",,"5e48650a58056201024f6ec6",,499291,31,,"evan-feature22",
32,,,,1,1,0,0,0,-1,,"0.0-34.0",,0,373.5849999,0,0.744772498,0,0.353486627,0,0.357677552,1,0.650421367,"FALSE",,"5e48650a58056201024f6ec6",,509429,32,,"evan-feature22",
33,,,,1,1,1,0,0,-1,,"0.0-35.0",,0,1620.655,1,0.674079628,0,0.341841772,0,0.364878884,1,0.720326902,"FALSE",,"5e48650a58056201024f6ec6",,520815,33,,"evan-feature22",
34,,,,1,1,0,0,1,0,,"0.0-36.0",,0,422.8649999,0,0.661527729,0,0.347257661,0,0.301580406,0,0.757279221,"FALSE",,"5e48650a58056201024f6ec6",,531004,34,,"evan-feature22",
35,,,,1,1,1,0,1,0,,"0.0-37.0",,1,794.7600002,1,0.660815217,0,0.379489547,0,0.266362694,1,0.8,"FALSE",,"5e48650a58056201024f6ec6",,541565,35,,"evan-feature22",
36,,,,1,1,1,0,0,-1,,"0.0-38.0",,0,410.9750001,1,0.645840989,0,0.303961219,0,0.227276622,1,0.8,"FALSE",,"5e48650a58056201024f6ec6",,551744,36,,"evan-feature22",
37,,,,1,1,0,0,0,-1,,"0.0-39.0",,0,972.2699998,0,0.653475024,0,0.330387001,0,0.216413453,1,0.761410571,"FALSE",,"5e48650a58056201024f6ec6",,562483,37,,"evan-feature22",
38,,,,1,1,0,1,0,-1,,"0.0-40.0",,-1,929.2400002,0,0.641284007,1,0.3333084,0,0.240310726,1,0.8,"FALSE",,"5e48650a58056201024f6ec6",,573179,38,,"evan-feature22",
39,,,,1,1,1,1,0,-1,,"0.0-41.0",,-1,400.8450001,1,0.613358121,1,0.297219209,0,0.298906785,1,0.781296249,"FALSE",,"5e48650a58056201024f6ec6",,583349,39,,"evan-feature22",
40,,,,1,1,1,0,1,0,,"0.0-42.0",,1,1067.125,1,0.560222979,0,0.260871998,0,0.246708996,1,0.792830946,"FALSE",,"5e48650a58056201024f6ec6",,594185,40,,"evan-feature22",
41,,,,1,1,0,0,0,-1,,"0.0-43.0",,0,1454.76,0,0.536912134,0,0.250417104,1,0.2,1,0.765101149,"FALSE",,"5e48650a58056201024f6ec6",,605409,41,,"evan-feature22",
42,,,,1,1,0,0,1,0,,"0.0-44.0",,0,511.2399999,0,0.49919695,0,0.2,1,0.2,1,0.773279061,"FALSE",,"5e48650a58056201024f6ec6",,615689,42,,"evan-feature22",
43,,,,1,1,0,1,1,0,,"0.0-45.0",,0,2515.53,0,0.459627509,1,0.212216909,0,0.2,1,0.662061311,"FALSE",,"5e48650a58056201024f6ec6",,627970,43,,"evan-feature22",
44,,,,1,1,1,0,0,-1,,"0.0-46.0",,0,525.3899998,1,0.417845724,0,0.22682277,1,0.2,1,0.709165356,"FALSE",,"5e48650a58056201024f6ec6",,638263,44,,"evan-feature22",
45,,,,1,1,1,0,0,-1,,"0.0-47.0",,0,1074.275,1,0.494962775,0,0.2,0,0.2,0,0.716798403,"FALSE",,"5e48650a58056201024f6ec6",,649110,45,,"evan-feature22",
46,,,,1,1,0,0,0,-1,,"0.0-48.0",,0,2233.81,0,0.545506958,0,0.235437513,0,0.2,1,0.645567591,"FALSE",,"5e48650a58056201024f6ec6",,661110,46,,"evan-feature22",
47,,,,1,1,1,0,0,-1,,"0.0-49.0",,0,1114.425,1,0.588847237,0,0.274305745,0,0.2,0,0.647011113,"FALSE",,"5e48650a58056201024f6ec6",,671988,47,,"evan-feature22",
48,,,,1,1,1,1,0,-1,,"0.0-50.0",,-1,951.9450001,1,0.541102968,1,0.22645371,0,0.236325635,1,0.667273806,"FALSE",,"5e48650a58056201024f6ec6",,682712,48,,"evan-feature22",
49,,,,1,1,1,0,1,0,,"0.0-51.0",,1,623.4500001,1,0.490387594,0,0.2,0,0.209906961,0,0.658487389,"FALSE",,"5e48650a58056201024f6ec6",,693104,49,,"evan-feature22",
50,,,,1,1,1,1,0,-1,,"0.0-52.0",,-1,938.6550002,1,0.549336464,1,0.223311399,0,0.215427269,1,0.699424853,"FALSE",,"5e48650a58056201024f6ec6",,703813,50,,"evan-feature22",
51,,,,1,1,1,0,0,-1,,"0.0-53.0",,0,2102.675,1,0.616387033,0,0.242050882,0,0.236831238,0,0.660702856,"FALSE",,"5e48650a58056201024f6ec6",,715682,51,,"evan-feature22",
52,,,,1,1,1,1,0,-1,,"0.0-54.0",,-1,906.2350001,1,0.632533083,1,0.236756329,0,0.239558776,1,0.626572575,"FALSE",,"5e48650a58056201024f6ec6",,726357,52,,"evan-feature22",
53,,,,1,1,0,0,0,-1,,"0.0-55.0",,0,414.7900001,0,0.585128523,0,0.211085127,0,0.242964243,1,0.646247017,"FALSE",,"5e48650a58056201024f6ec6",,736537,53,,"evan-feature22",
54,,,,1,1,1,0,0,-1,,"0.0-56.0",,0,810.91,1,0.631279052,0,0.208261881,0,0.2,0,0.598661374,"FALSE",,"5e48650a58056201024f6ec6",,747114,54,,"evan-feature22",
55,,,,1,1,1,0,1,0,,"0.0-57.0",,1,616.35,1,0.645601188,0,0.2,0,0.2,1,0.604309462,"FALSE",,"5e48650a58056201024f6ec6",,757498,55,,"evan-feature22",
56,,,,1,1,1,0,1,0,,"0.0-58.0",,1,381.9250001,1,0.618753278,0,0.2,0,0.2,1,0.59705541,"FALSE",,"5e48650a58056201024f6ec6",,767650,56,,"evan-feature22",
57,,,,1,1,1,0,1,0,,"0.0-59.0",,1,640.93,1,0.62382752,0,0.2,0,0.223636049,1,0.626809609,"FALSE",,"5e48650a58056201024f6ec6",,778059,57,,"evan-feature22",
58,,,,1,1,0,1,0,-1,,"0.0-60.0",,-1,760.1700001,0,0.673200992,1,0.2,0,0.240142729,1,0.610360914,"FALSE",,"5e48650a58056201024f6ec6",,788586,58,,"evan-feature22",
59,,,,1,1,1,0,1,0,,"0.0-61.0",,1,2217.575,1,0.610898111,0,0.250157064,0,0.250884274,0,0.664171968,"FALSE",,"5e48650a58056201024f6ec6",,800570,59,,"evan-feature22",
60,,,,1,1,1,0,1,0,,"0.0-62.0",,1,710.0849999,1,0.598301898,0,0.248311053,0,0.296388488,1,0.63425056,"FALSE",,"5e48650a58056201024f6ec6",,811050,60,,"evan-feature22",
61,,,,1,1,0,0,0,-1,,"0.0-63.0",,0,1324.89,0,0.588894116,0,0.256357363,0,0.253003051,0,0.552032601,"FALSE",,"5e48650a58056201024f6ec6",,822141,61,,"evan-feature22",
62,,,,1,1,1,0,1,0,,"0.0-64.0",,1,2755.13,1,0.568426,0,0.236770987,1,0.303107977,1,0.515870586,"FALSE",,"5e48650a58056201024f6ec6",,834666,62,,"evan-feature22",
